,Portfolio,AssetType,AssetNumber,Ticker,Name,Units,CurrentMarketValue,AverageCost,LastPrice,CurrentWeight,PostTradeMarketValue,PostTradeWeight,IndicativeYield,OptPC,OptStrike,OptExpiryYYYYMMDD,symbol,max_date,VALUE_DATE,EXPIRY,STRIKE,RISK_MULTIPLIER,RISK_UNITS
80,BDIN_Portfolio,OP,27,SPOT US V1521C200000 Equity,Spotify Technology SA,-40.0,-48984.999,5.07,9.3,-0.1,-48985.0,-0.1,0.0,P,200.0,20211015,SPOT,2050-12-31,2021-08-18,2021-10-15,200.0,100.0,-4000.0
81,BDIN_Portfolio,OP,28,SPY US U0721C400000 Equity,SPDR S&P 500 ETF Trust,-600.0,-49995.002,1.923,0.65,-0.1,-49995.0,-0.1,0.0,P,400.0,20210907,SPY,2050-12-31,2021-08-18,2021-09-07,400.0,100.0,-60000.0
82,BDIN_Portfolio,OP,29,SPY US U1721C410000 Equity,SPDR S&P 500 ETF Trust,-1200.0,-290880.0116,2.8303,1.9,-0.7,-290880.0,-0.7,0.0,P,410.0,20210917,SPY,2050-12-31,2021-08-18,2021-09-17,410.0,100.0,-120000.0
83,BDIN_Portfolio,CA,1,PSA CN Equity,Purpose High Interest Savings ETF,149358.0,7469392.7596,50.0179,50.009995,17.4,7469393.0,17.4,0.6,,0.0,,PSA,2050-12-31,2021-08-18,,1.0,1.0,149358.0
84,BDIN_Portfolio,CA,2,CAD Curncy,USDCAD Spot Exchange Rate - Price of 1 USD in CAD,2802411.8,2802411.82,1.0,0.0,6.5,2802412.0,6.5,0.0,,0.0,,CAD,2050-12-31,2021-08-18,,1.0,1.0,2802411.8
85,BDIN_Portfolio,CA,3,OPXBCI56 Curncy,#N/A Field Not Applicable,20000000.0,65538.7309,1.04,0.327694,0.2,65539.0,0.2,0.0,,0.0,,OPXBCI56,2050-12-31,2021-08-18,,1.0,1.0,20000000.0
86,BDIN_Portfolio,CA,4,USD Curncy,USDUSD Spot Exchange Rate - Price of 1 USD in USD,1940.8,2450.2095,1.0,0.0,0.0,2450.0,0.0,0.0,,0.0,,USD,2050-12-31,2021-08-18,,1.0,1.0,1940.8
87,BDIN_Portfolio,CA,5,USD/CAD 8/19/2021 Curncy,USD/CAD R  8/19/2021,-177653.8,0.0,1.2626,1.262352,0.0,0.0,0.0,0.0,,0.0,,USD/CAD,2050-12-31,2021-08-18,,1.0,1.0,-177653.8
88,BDIN_Portfolio,CA,6,USD/CAD 8/19/2021 Curncy,USD/CAD R  8/19/2021,140704.7,0.0,1.2626,1.262352,0.0,0.0,0.0,0.0,,0.0,,USD/CAD,2050-12-31,2021-08-18,,1.0,1.0,140704.7
89,BDIN_Portfolio,CA,7,USD/CAD 8/18/2021 Curncy,USD/CAD R  8/18/2021,-224009.5,0.0,1.2625,1.26235,0.0,0.0,0.0,0.0,,0.0,,USD/CAD,2050-12-31,2021-08-18,,1.0,1.0,-224009.5
