,Symbol,LastStockPrice,LastStockPriceDate,ZoneYYYYMMDD,MMRatio,StdevRatio,ZoneNum,ZoneLabel,BDPos,OptionTicker,Strike,OptionBid,ImpliedYield,StrikeRatio,LongName,Currency,ShareOut,MarketCap,MarketCapUSD,Exchange,MarketCapComma,MarketCapLabel,BDPosDetails,BDPosUSDValue,ExchangeRate,BDCallOptPos,BDCallOptDets,OptionExpiry,BDEQPos,BDEQPosUSDValue,BDEQCallOptPos,MaxBTStrikeRatio,BTStrikeCount
148,SPLK,156.16,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.91,0.3,2.0,pHv-,0,SPLK211217C00190000,190.0,2.6,0.041053,0.216701,Splunk Inc.,USD,161546000.0,25227024384.0,25227.024384,NMS,"25,227.02 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,,
149,SQ,251.54,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.37,0.0,4.0,p-vL,0,SQ211217C00320000,320.0,3.8,0.035625,0.272163,Square Inc.,USD,397396000.0,115632431104.0,115632.431104,NYQ,"115,632.43 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,18.845506,14.0
150,STZ,216.01,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.28,0.71,5.0,p-v-,0,STZ220121C00235000,235.0,4.92,0.041872,0.087913,Constellation Brands Inc.,USD,168251008.0,41490333696.0,41490.333696,NYQ,"41,490.33 MM",Large Cap,,0.0,1.0,0,,2022-01-21,0,0.0,0,16.604476,23.0
151,SWKS,177.43,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.1,0.04,7.0,pLvL,0,SWKS211119C00210000,210.0,1.27,0.030238,0.183565,Skyworks Solutions Inc.,USD,165144992.0,29301673984.0,29301.673984,NMS,"29,301.67 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,19.637672,24.0
152,SWMA.ST,80.26,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,0.83,0.27,2.0,pHv-,92282,,,,,,Swedish Match AB (publ),SEK,1565229952.0,125750566912.0,14603.666626,STO,"125,750.57 MM",Large Cap,"IN(47,002) EQ(45,280)",860137.98,8.6109,0,,,45280,422043.82,0,,
153,SYK,276.92,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.9,1.0,3.0,pHvH,0,SYK211217C00300000,300.0,4.2,0.042,0.083345,Stryker Corporation,USD,377096000.0,105620889600.0,105620.8896,NYQ,"105,620.89 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,18.381399,26.0
154,TCOM,31.81,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.68,0.52,5.0,p-v-,10338,TCOM211217C00036000,36.0,1.3,0.108333,0.13172,Trip.com Group Limited,USD,637456000.0,20412411904.0,20412.411904,NMS,"20,412.41 MM",Large Cap,"IN(10,338)",328851.77,1.0,-10300,IN(-103),2021-12-17,0,0.0,0,18.926266,4.0
155,TOD.MI,51.15,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,0.4,0.0,4.0,p-vL,0,,,,,,TOD'S S.p.A.,EUR,33093500.0,1694387200.0,2004.243198,MIL,"1,694.39 MM",Small Cap,,0.0,0.8454,0,,,0,0.0,0,,
156,TRUL.CN,33.25,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.0,0.98,9.0,pLvH,0,,,,,,Trulieve Cannabis Corp.,CAD,70521600.0,6156736000.0,4890.179508,CNQ,"6,156.74 MM",Mid Cap,,0.0,1.259,0,,,0,0.0,0,,
157,TSLA,754.86,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,1.0,0.27,2.0,pHv-,0,TSLA211217C00980000,980.0,13.0,0.039796,0.298254,Tesla Inc.,USD,1001769984.0,756196048896.0,756196.048896,NMS,"756,196.05 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.981025,35.0
158,TYL,477.49,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.55,0.0,4.0,p-vL,0,TYL211217C00490000,490.0,18.7,0.11449,0.0262,Tyler Technologies Inc.,USD,40843400.0,19502315520.0,19502.31552,NYQ,"19,502.32 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,18.88326,19.0
159,UBER,40.35,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.1,0.85,9.0,pLvH,33036,UBER211217C00052500,52.5,0.66,0.037714,0.301115,Uber Technologies Inc.,USD,1884349952.0,76033515520.0,76033.51552,NYQ,"76,033.52 MM",Large Cap,"IN(15,355) EQ(17,681)",1333002.53,1.0,0,,2021-12-17,17681,713428.31,0,16.163296,4.0
160,UNP,210.05,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.0,1.0,9.0,pLvH,0,UNP211217C00230000,230.0,2.65,0.034565,0.094977,Union Pacific Corporation,USD,652123008.0,140369494016.0,140369.494016,NYQ,"140,369.49 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.047617,39.0
161,URI,342.08,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.69,0.89,6.0,p-vH,0,URI211217C00400000,400.0,6.5,0.04875,0.169317,United Rentals Inc.,USD,72390096.0,24763203584.0,24763.203584,NYQ,"24,763.20 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,17.945925,19.0
162,V,227.49,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.13,0.88,9.0,pLvH,4447,V211217C00250000,250.0,3.1,0.0372,0.098949,Visa Inc.,USD,1687640064.0,499201802240.0,499201.80224,NYQ,"499,201.80 MM",Large Cap,"IN(2,132) EQ(2,315)",1011648.05,1.0,-3100,IN(-17) EQ(-14),2021-12-17,2315,526639.36,-1400,18.603864,34.0
163,VNET,21.52,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.83,0.01,1.0,pHvL,0,VNET211217C00038000,38.0,0.4,0.031579,0.765799,21Vianet Group Inc.,USD,143680000.0,3091993600.0,3091.9936,NMS,"3,091.99 MM",Mid Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,,
164,VRSK,204.86,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.95,0.99,3.0,pHvH,0,VRSK211217C00210000,210.0,6.4,0.091429,0.02509,Verisk Analytics Inc.,USD,161350000.0,33054160896.0,33054.160896,NMS,"33,054.16 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,17.24053,22.0
165,VRSN,221.9,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.53,0.9,6.0,p-vH,0,VRSN211217C00240000,240.0,3.7,0.04625,0.081568,VeriSign Inc.,USD,111874000.0,24824840192.0,24824.840192,NMS,"24,824.84 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,17.736902,26.0
166,WAT,422.02,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.97,0.56,2.0,pHv-,0,WAT211217C00470000,470.0,4.7,0.03,0.113691,Waters Corporation,USD,61363400.0,26024749056.0,26024.749056,NYQ,"26,024.75 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,18.133489,20.0
167,WDAY,270.0,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.85,1.0,3.0,pHvH,6354,WDAY211217C00330000,330.0,2.66,0.024182,0.222222,Workday Inc.,USD,189000000.0,66959998976.0,66959.998976,NMS,"66,960.00 MM",Large Cap,"IN(3,182) EQ(3,172)",1715580.0,1.0,-4300,IN(-18) EQ(-25),2021-12-17,3172,856440.0,-2500,18.43172,23.0
168,WYNN,103.93,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.46,0.55,5.0,p-v-,28884,WYNN211217C00135000,135.0,1.75,0.038889,0.298951,Wynn Resorts Limited,USD,115672000.0,12021790720.0,12021.79072,NMS,"12,021.79 MM",Large Cap,"IN(4,138) OP(20,612) EQ(4,134)",3001914.12,1.0,-5800,EQ(-58),2021-12-17,4134,429646.62,-5800,19.72138,22.0
169,XRAY,62.46,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.5,0.72,5.0,p-v-,0,XRAY220121C00065000,65.0,2.7,0.083077,0.040666,DENTSPLY SIRONA Inc.,USD,218551008.0,13650696192.0,13650.696192,NMS,"13,650.70 MM",Large Cap,,0.0,1.0,0,,2022-01-21,0,0.0,0,16.050709,21.0
170,YUM,129.25,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.75,0.91,3.0,pHvH,0,YUM220121C00145000,145.0,1.3,0.017931,0.121857,Yum! Brands Inc.,USD,295647008.0,38212374528.0,38212.374528,NYQ,"38,212.37 MM",Large Cap,,0.0,1.0,0,,2022-01-21,0,0.0,0,19.21535,19.0
171,ZTS,206.02,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.84,0.0,1.0,pHvL,0,ZTS220121C00230000,230.0,3.1,0.026957,0.116396,Zoetis Inc.,USD,473944000.0,97916362752.0,97916.362752,NYQ,"97,916.36 MM",Large Cap,,0.0,1.0,0,,2022-01-21,0,0.0,0,19.948332,23.0
172,SPY,448.98,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.85,0.63,2.0,pHv-,0,SPY211217C00464000,464.0,6.69,0.043254,0.033454,SPDR S&P 500 ETF Trust,USD,917782016.0,412065792000.0,412065.792,PCX,"412,065.79 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,18.764846,180.0
173,URTH,131.84,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.85,0.75,3.0,pHvH,0,URTH211217C00134000,134.0,3.1,0.069403,0.016383,iShares MSCI World ETF,USD,6900000.0,909696000.0,909.696,PCX,909.70 MM,Small Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,13.717978,10.0
174,XWD,,,,,,,,0,,,,,,,,,,,,,,,0.0,1.0,0,,,0,0.0,0,,
175,XUS,,,,,,,,0,,,,,,,,,,,,,,,0.0,1.0,0,,,0,0.0,0,,
